SYMBOL,token,,
KICL,5406465,,
KILITCH,5103873,,
KIMS,1240833,,
KINGFA,4849665,,
KIOCL,4896257,,
KIRIINDUS,4259585,,
KIRLOSBROS,4756737,,
KIRLOSENG,5359617,,
KIRLOSIND,4870401,,
KIRLPNU,3886081,,
KITEX,7398145,,
KKCL,3425537,,
KMEW,6933505,,
KMSUGAR,3754753,,
KNAGRI,194796289,,
KNRCON,3912449,,
KOHINOOR,770305,,
KOKUYOCMLN,4307713,,
KOLTEPATIL,3871745,,
KOPRAN,491265,,
KOTAKBANK,492033,,
KOTARISUG,2981633,,
KOTHARIPET,1176065,,
KOTHARIPRO,1415169,,
KOTYARK,194901761,,
KPEL,6932225,,
KPIGREEN,1307649,,
KPIL,464385,,
KPITTECH,2478849,,
KPRMILL,3817473,,
KRBL,2707713,,
KREBSBIO,495873,,
KRIDHANINF,2938881,,
KRISHANA,3288833,,
KRISHIVAL,193736193,,
KRISHNADEF,194865153,,
KRITI,1642753,,
KRITIKA,2377729,,
KRITINUT,2926593,,
KRN,6564609,,
KRONOX,6150401,,
KROSS,6464513,,
KRSNAA,1371905,,
KRYSTAL,5932801,,
KSB,498945,,
KSCL,3832833,,
KSHINTL,194670849,,
KSHITIJPOL,2665473,,
KSL,4835585,,
KSOLVES,2831361,,
KSR,194557185,,
KTKBANK,2061825,,
KUANTUM,3550721,,
KWIL,194802177,,
LAGNAM,1501441,,
LAKPRE,1222145,,
LAL,3820545,,
LALPATHLAB,2983425,,
LAMBODHARA,1640193,,
LANCORHOL,5895681,,
LANDMARK,3398657,,
LANDSMILL,4448257,,
LAOPALA,3692289,,
LASA,5558529,,
LATENTVIEW,1745409,,
LATTEYS,4055041,,
LAURUSLABS,4923905,,
LAXMICOT,1681921,,
LAXMIDENTL,7467777,,
LAXMIINDIA,194268929,,
LCCINFOTEC,1929473,,
LEMERITE,194636801,,
LEMONTREE,667137,,
LENSKART,194458881,,
LEXUS,3702273,,
LFIC,2022913,,
LGBBROSLTD,4690177,,
LGEINDIA,194614529,,
LGHL,5088257,,
LIBAS,2836993,,
LIBERTSHOE,510465,,
LICHSGFIN,511233,,
LICI,2426881,,
LIKHITHA,148225,,
LINC,1779457,,
LINCOLN,2968577,,
LINDEINDIA,416513,,
LLOYDSENGG,4557057,,
LLOYDSENT,6606593,,
LLOYDSME,4432129,,
LMW,506625,,
LODHA,824321,,
LOKESHMACH,3439617,,
LORDSCHLO,4667393,,
LOTUSDEV,194085121,,
LOTUSEYE,4302593,,
LOVABLE,5738241,,
LOYALTEX,2714881,,
LPDC,4316929,,
LT,2939649,,
LTF,6386689,,
LTFOODS,3536897,,
LTM,4561409,,
LTTS,4752385,,
LUMAXIND,516609,,
LUMAXTECH,3587585,,
LUPIN,2672641,,
LUXIND,2893057,,
LXCHEM,727297,,
LYKALABS,519169,,
LYPSAGEMS,8055809,,
M&M,519937,,
M&MFIN,3400961,,
MAANALU,3844353,,
MACPOWER,5720833,,
MADHAV,3878657,,
MADHUCON,3499777,,
MADRASFERT,1257217,,
MAGADSUGAR,5476353,,
MAGNUM,3828993,,
MAHABANK,2912513,,
MAHAPE-RE,194985217,,
MAHAPEXLTD,1341185,,
MAHASTEEL,4487937,,
MAHEPC,4506369,,
MAHESHWARI,2451457,,
MAHLIFE,2060801,,
MAHLOG,98561,,
MAHSCOOTER,533761,,
MAHSEAMLES,534529,,
MAITHANALL,6281729,,
MALLCOM,2039041,,
MALUPAPER,3418113,,
MAMATA,7343873,,
MANAKALUCO,1901313,,
MANAKCOAT,1897729,,
MANAKSIA,3890945,,
MANAKSTEEL,1910529,,
MANALIPETC,3531777,,
MANAPPURAM,4879617,,
MANBA,6552833,,
MANCREDIT,6354689,,
MANGALAM,3025921,,
MANGLMCEM,539137,,
MANINDS,3042305,,
MANINFRA,4665857,,
MANKIND,3937281,,
MANOMAY,3520769,,
MANORAMA,2618113,,
MANORG,1644033,,
MANUGRAPH,3474433,,
MANYAVAR,2090753,,
MAPMYINDIA,1850113,,
MARALOVER,540673,,
MARATHON,4776705,,
MARICO,1041153,,
MARINE,339969,,
MARKOLINES,194612225,,
MARKSANS,2708225,,
MARSONS,194914817,,
MARUTI,2815745,,
MASFIN,50945,,
MASKINVEST,4794113,,
MASTEK,543745,,
MASTERTR,6924033,,
MATRIMONY,5561857,,
MAWANASUG,4357633,,
MAXESTATES,5029377,,
MAXHEALTH,5728513,,
MAXIND,5741569,,
MAYURUNIQ,7399937,,
MAZDA,4829697,,
MAZDOCK,130305,,
MBAPL,3247617,,
MBEL,194086401,,
MBLINFRA,4615425,,
MCL,5724673,,
MCLEODRUSS,3057409,,
MCLOUD,7547393,,
MCX,7982337,,
MEDANTA,3060737,,
MEDIASSIST,5556481,,
MEDICAMEQ,1607169,,
MEDICO,2474753,,
MEDPLUS,1857025,,
MEESHO,194618625,,
MEGASTAR,2087169,,
MEIL,194239489,,
MENONBE,1782017,,
MEP,6625793,,
METROBRAND,1853953,,
METROPOLIS,2452737,,
MFML,6383873,,
MFSL,548353,,
MGEL,407809,,
MGL,4488705,,
MHLXMIRU,2018817,,
MHRIL,4437249,,
MICEL,1835265,,
MIDHANI,630529,,
MIDWESTLTD,194436353,,
MINDACORP,6629633,,
MINDTECK,4620545,,
MIRCELECTR,563713,,
MIRZAINT,1124865,,
MITCON,2168065,,
MITTAL,4751873,,
MKPL,4284417,,
MMFL,3544065,,
MMP,4197121,,
MMTC,4596993,,
MOBIKWIK,7179777,,
MODINATUR,194630913,,
MODIRUBBER,570625,,
MODIS,194496513,,
MODISONLTD,848897,,
MODTHREAD,573697,,
MOHITIND,7532289,,
MOIL,5332481,,
MOKSH,918017,,
MOL,1380865,,
MOLDTECH,4512001,,
MOLDTKPAC,1718529,,
MONARCH,1965825,,
MONEYBOXX,194401537,,
MONTECARLO,1520129,,
MORARJEE,6624257,,
MOREPENLAB,578305,,
MOSCHIP,7541505,,
MOTHERSON,1076225,,
MOTILALOFS,3826433,,
MOTISONS,5321729,,
MOTOGENFIN,580609,,
MPHASIS,1152769,,
MPSLTD,2707969,,
MRF,582913,,
MRPL,584449,,
MSPL,3051265,,
MSTCLTD,2395137,,
MSUMI,2200577,,
MTARTECH,693505,,
MTEDUCARE,8041729,,
MTNL,587265,,
MUFIN,5064449,,
MUFTI,5344769,,
MUKANDLTD,2899201,,
MUKKA,5882881,,
MUKTAARTS,2223873,,
MUNJALAU,3458817,,
MUNJALSHOW,590593,,
MURUDCERA,592129,,
MUTHOOTCAP,2666241,,
MUTHOOTFIN,6054401,,
MUTHOOTMF,5332737,,
MVGJL,4867841,,
MWL,194347265,,
NACLIND,5228801,,
NAGAFERT,3343361,,
NAGREEKCAP,3825153,,
NAGREEKEXP,3763713,,
NAHARCAP,3932161,,
NAHARINDUS,3355137,,
NAHARPOLY,3697921,,
NAHARSPING,3696641,,
NAM-INDIA,91393,,
NARMADA,2976513,,
NATCAPSUQ,7573249,,
NATCOPHARM,1003009,,
NATHBIOGEN,2832641,,
NATIONALUM,1629185,,
NAUKRI,3520257,,
NAVA,1027585,,
NAVINFLUOR,3756033,,
NAVKARCORP,2702593,,
NAVKARURB,7461377,,
NAVNETEDUL,610561,,
NAZARA,764673,,
NBCC,8042241,,
NBIFIN,4892417,,
NCC,593665,,
NCLIND,3709441,,
NDGL,4702977,,
NDL,8002049,,
NDLVENTURE,3724033,,
NDRAUTO,5697281,,
NDTV,2925313,,
NECCLTD,3461633,,
NECLIFE,3053313,,
NELCAST,3778817,,
NELCO,611329,,
NEOGEN,2538753,,
NEPHROPLUS,194648577,,
NESCO,3944705,,
NESTLEIND,4598529,,
NETWEB,4462849,,
NETWORK18,3612417,,
NEUEON,7821825,,
NEULANDLAB,615937,,
NEWGEN,297985,,
NEXTMEDIA,2525953,,
NFL,3564801,,
NGIL,1382657,,
NGLFINE,2630913,,
NH,3031041,,
NHPC,4454401,,
NIACL,102145,,
NIBE,7548673,,
NIBL,7611649,,
NIITLTD,2949633,,
NIITMTS,4543233,,
NILAINFRA,2368769,,
NILASPACES,1897217,,
NILKAMAL,619777,,
NIMBSPROJ,195000321,,
NINSYS,3633665,,
NIPPOBATRY,1736193,,
NIRAJ,65281,,
NIRAJISPAT,4824065,,
NITCO,3404801,,
NITINSPIN,3372801,,
NITIRAJ,831233,,
NIVABUPA,6936833,,
NKIND,624385,,
NLCINDIA,2197761,,
NMDC,3924993,,
NOCIL,625153,,
NOIDATOLL,2761217,,
NORBTEAEXP,1064961,,
NORTHARC,6509057,,
NOVAAGRI,5754113,,
NPST,193618945,,
NRAIL,5200385,,
NRBBEARING,1933569,,
NRL,3500801,,
NSIL,2877185,,
NSLNISP,3630081,,
NTPC,2977281,,
NTPCGREEN,6957057,,
NUCLEUS,2762497,,
NURECA,601601,,
NUVAMA,4792577,,
NUVOCO,1389057,,
NYKAA,1675521,,
OAL,2756609,,
OBCL,2252033,,
OBEROIRLTY,5181953,,
OCCLLTD,6635009,,
ODIGMA,7058177,,
OFSS,2748929,,
OIL,4464129,,
OILCOUNTUB,632833,,
OLAELEC,6342913,,
OLECTRA,2723073,,
OMAXAUTO,2796033,,
OMAXE,3802369,,
OMFREIGHT,194409217,,
OMINFRAL,6203137,,
OMKARCHEM,3459841,,
OMNI,194781441,,
ONELIFECAP,6525953,,
ONEPOINT,2544385,,
ONESOURCE,7481345,,
ONGC,633601,,
ONMOBILE,3911169,,
ONWARDTEC,635137,,
OPTIEMUS,5496065,,
ORBTEXP,8057601,,
ORCHASP,7549953,,
ORCHPHARMA,237057,,
ORICONENT,2600705,,
ORIENTALTL,3672577,,
ORIENTBELL,3655169,,
ORIENTCEM,7702785,,
ORIENTCER,3356417,,
ORIENTELEC,760833,,
ORIENTHOT,638209,,
ORIENTLTD,4661249,,
ORIENTPPR,638977,,
ORIENTTECH,6390017,,
ORISSAMINE,5102337,,
ORKLAINDIA,194449665,,
ORTEL,3410177,,
ORTINGLOBE,762881,,
OSIAHYPER,3234561,,
OSWALAGRO,643585,,
OSWALGREEN,120577,,
OSWALPUMPS,193741313,,
OSWALSEEDS,3662081,,
PACEDIGITK,194391553,,
PAGEIND,3689729,,
PAISALO,6519809,,
PAKKA,4402433,,
PALASHSECU,5474049,,
PALREDTEC,4367873,,
PANACEABIO,1038081,,
PANACHE,4186881,,
PANAMAPET,6500353,,
PANSARI,1572097,,
PAR,1441537,,
PARACABLES,3571457,,
PARADEEP,2493697,,
PARAGMILK,4385281,,
PARAS,1513217,,
PARASPETRO,2297601,,
PARKHOSPS,194649857,,
PARKHOTELS,5798145,,
PARSVNATH,3530497,,
PASHUPATI,194036481,,
PASUPTAC,1547521,,
PATANJALI,4359425,,
PATELENG,2994945,,
PATELRMART,194416385,,
PATINTLOG,3896065,,
PAUSHAKLTD,194552065,,
PAVNAIND,4145153,,
PAYTM,1716481,,
PCBL,678145,,
PCJEWELLER,7455745,,
PDMJEPAPER,3936513,,
PDSL,1347585,,
PEARLPOLY,668161,,
PENIND,5278977,,
PENINLAND,577537,,
PERSISTENT,4701441,,
PETRONET,2905857,,
PFC,3660545,,
PFIZER,676609,,
PFOCUS,3454977,,
PFS,5786113,,
PGEL,6491649,,
PGHH,648961,,
PGHL,240641,,
PGIL,3650561,,
PHOENIXLTD,3725313,,
PICCADIL,193985025,,
PIDILITIND,681985,,
PIGL,4023297,,
PIIND,6191105,,
PILANIINVS,2929921,,
PILITA,7893761,,
PINELABS,194513921,,
PIONEEREMB,3446529,,
PIRAMALFIN,194445057,,
PITTIENG,3618305,,
PIXTRANS,2326273,,
PKTEA,2642177,,
PLASTIBLEN,3563521,,
PLATIND,5870081,,
PLAZACABLE,4981249,,
PNB,2730497,,
PNBGILTS,2236417,,
PNBHOUSING,4840449,,
PNC,2391553,,
PNCINFRA,2402561,,
PNGJL,6479873,,
PNGSREVA,194621953,,
POCL,3682561,,
PODDARMENT,4873217,,
POKARNA,4518657,,
POLICYBZR,1703937,,
POLYCAB,2455041,,
POLYMED,6583809,,
POLYPLEX,687873,,
PONNIERODE,2729217,,
POONAWALLA,2919169,,
POWERGRID,3834113,,
POWERICA,194990081,,
POWERINDIA,4724993,,
POWERMECH,2681089,,
PPAP,3893505,,
PPL,2636033,,
PPLPHARMA,2962177,,
PRABHA,7714305,,
PRAENG,3568897,,
PRAJIND,692481,,
PRAKASH,693249,,
PRAKASHSTL,5017345,,
PRAXIS,308225,,
PRECAM,3226369,,
PRECOT,1506305,,
PRECWIRE,695553,,
PREMEXPLN,4453633,,
PREMIER,1599489,,
PREMIERENE,6412545,,
PREMIERPOL,2662657,,
PRESTIGE,5197313,,
PRICOLLTD,5025537,,
PRIMESECU,3037185,,
PRIMO,193772801,,
PRINCEPIPE,4107521,,
PRITI,2125825,,
PRITIKAUTO,1354753,,
PRIVISCL,2259201,,
PROSTARM,194092289,,
PROTEAN,7544833,,
PROZONER,7387905,,
PRSMJOHNSN,701185,,
PRUDENT,2445569,,
PRUDMOULI,5254913,,
PSB,5376257,,
PSPPROJECT,5344513,,
PTC,2906881,,
PTCIL,4270593,,
PTL,3609857,,
PUNJABCHEM,1112065,,
PURVA,3820033,,
PVP,1026561,,
PVRINOX,3365633,,
PVSL,5924353,,
PWL,194489089,,
PYRAMID,4672001,,
QPOWER,7606017,,
QUADFUTURE,7446273,,
QUESS,4532225,,
QUICKHEAL,3357697,,
QUINTEGRA,2400257,,
RACE,3941377,,
RACLGEAR,6955777,,
RADAAN,2798593,,
RADHIKAJWE,2647809,,
RADIANTCMS,3476481,,
RADICO,2813441,,
RADIOCITY,5088513,,
RAILTEL,622337,,
RAIN,3926273,,
RAINBOW,2408449,,
RAJESHEXPO,194678017,,
RAJMET,555009,,
RAJOOENG,193804545,,
RAJRATAN,4854273,,
RAJRILTD,2157569,,
RAJSREESUG,719105,,
RAJTV,3687169,,
RAJVIR,1602305,,
RALLIS,720897,,
RAMANEWS,3472641,,
RAMAPHO,2705409,,
RAMASTEEL,2636801,,
RAMCOCEM,523009,,
RAMCOIND,1174273,,
RAMCOSYS,2009857,,
RAMKY,5154305,,
RAMRAT,2684161,,
RANASUG,726273,,
RANEHOLDIN,728065,,
RATEGAIN,1837313,,
RATNAMANI,3443457,,
RATNAVEER,4716289,,
RAYMOND,731905,,
RAYMONDLSL,6418689,,
RAYMONDREL,194189057,,
RBA,382465,,
RBLBANK,4708097,,
RBZJEWEL,5343745,,
RCF,733697,,
RCOM,3376129,,
RECLTD,3930881,,
REDINGTON,3649281,,
REDTAPE,4571905,,
REFEX,4547585,,
REGAAL,194222081,,
REGENCERAM,1057281,,
RELAXO,6201601,,
RELCHEMQ,2470913,,
RELIABLE,6240769,,
RELIANCE,738561,,
RELIGARE,3857409,,
RELINFRA,1226497,,
RELTD,6296577,,
REMSONSIND,1015041,,
RENUKA,3078657,,
REPCOHOME,7577089,,
REPL,378881,,
REPRO,3360257,,
RESPONIND,5202689,,
RETAIL,6181121,,
RGL,3873025,,
RHETAN,194319873,,
RHFL,194356225,,
RHIM,7977729,,
RHL,3880193,,
RICOAUTO,744705,,
RIIL,745473,,
RISHABH,4714753,,
RITCO,2289665,,
RITES,962817,,
RKDL,5363201,,
RKEC,396033,,
RKFORGE,2921217,,
RKSWAMY,5899009,,
RMC,195160833,,
RMDRIP,194005505,,
RML,3065601,,
RNBDENIMS,194299905,,
ROHLTD,3374593,,
ROLEXRINGS,1351425,,
ROLLT,4891649,,
ROML,91905,,
ROSSARI,4968961,,
ROSSELLIND,7401729,,
ROSSTECH,7002369,,
ROTO,2316545,,
ROUTE,32769,,
RPEL,6332161,,
RPGLIFE,4281601,,
RPOWER,3906305,,
RPPINFRA,5314561,,
RPPL,1769729,,
RPSGVENT,2078465,,
RPTECH,5803521,,
RRKABEL,4752897,,
RSL,194928385,,
RSSOFTWARE,1645825,,
RSWM,715265,,
RSYSTEMS,3433985,,
RTNINDIA,6988033,,
RTNPOWER,4485121,,
RUBFILA,6330881,,
RUBICON,194384897,,
RUBYMILLS,752385,,
RUCHINFRA,1168897,,
RUCHIRA,3538177,,
RUDRA,194660353,,
RUPA,6585345,,
RUSHIL,6296321,,
RUSTOMJEE,3128065,,
RVHL,400641,,
RVNL,2445313,,
RVTH,6440193,,
S&SPOWER,2235649,,
SAATVIKGL,194318593,,
SADBHAV,3389441,,
SADBHIN,2718209,,
SADHNANIQ,3927809,,
SAFARI,3336961,,
SAGARDEEP,2092801,,
SAGCEM,3601409,,
SAGILITY,6925313,,
SAHLIBHFI,194992129,,
SAHYADRI,3814401,,
SAIL,758529,,
SAILIFE,7126785,,
SAIPARENT,194988801,,
SAKAR,2441985,,
SAKHTISUG,760065,,
SAKSOFT,3019265,,
SAKUMA,3392257,,
SALASAR,5468673,,
SALONA,4441857,,
SALSTEEL,2978305,,
SALZERELEC,2918145,,
SAMBHAAV,1056513,,
SAMBHV,193988353,,
SAMHI,4765185,,
SAMMAANCAP,7712001,,
SAMPANN,6989569,,
SANATHAN,7374081,,
SANCO,3745281,,
SANDESH,764929,,
SANDHAR,613633,,
SANDUMA,4699905,,
SANGAMIND,1071105,,
SANGHVIMOV,3598849,,
SANGINITA,2824449,,
SANOFI,369153,,
SANOFICONR,6456833,,
SANSERA,1472257,,
SANSTAR,6292993,,
SANWARIA,11777,,
SAPPHIRE,1719809,,
SARDAEN,4546049,,
SAREGAMA,1252353,,
SARLAPOLY,3595009,,
SARVESHWAR,3305729,,
SASKEN,3067649,,
SASTASUNDR,5136129,,
SATIA,2827521,,
SATIN,2675969,,
SAURASHCEM,772609,,
SBC,1738753,,
SBCL,1191937,,
SBFC,4614657,,
SBGLP,3619585,,
SBICARD,4600577,,
SBILIFE,5582849,,
SBIN,779521,,
SCHAEFFLER,258817,,
SCHAND,5298689,,
SCHNEIDER,7996929,,
SCI,780289,,
SCILAL,5920513,,
SCODATUBES,193914369,,
SCPL,3092737,,
SDBL,342529,,
SEAMECLTD,669697,,
SECMARK,4990977,,
SECURKLOUD,2830849,,
SEDEMAC,194855169,,
SEJALLTD,1815297,,
SELMC,1603073,,
SEMAC,3062017,,
SENCO,4421377,,
SENORES,7395329,,
SEPC,3918849,,
SERVOTECH,1409793,,
SESHAPAPER,784897,,
SETCO,4484609,,
SETL,7443201,,
SETUINFRA,4614145,,
SEYAIND,2774017,,
SFL,4911105,,
SGFIN,194266369,,
SGIL,1309185,,
SGL,3421953,,
SGMART,194275585,,
SHADOWFAX,194936065,,
SHAH,5195777,,
SHAHALLOYS,3035137,,
SHAILY,2234113,,
SHAKTIPUMP,6546945,,
SHALBY,182785,,
SHALPAINTS,3927553,,
SHANKARA,5206273,,
SHANTI,1446401,,
SHANTIGEAR,787969,,
SHANTIGOLD,194048513,,
SHARDACROP,1277953,,
SHARDAMOTR,2695681,,
SHAREINDIA,26625,,
SHEKHAWATI,5400321,,
SHEMAROO,1297409,,
SHILCTECH,194520833,,
SHILPAMED,4544513,,
SHIVALIK,1796097,,
SHIVAMAUTO,3521537,,
SHIVAMILLS,383233,,
SHIVATEX,205825,,
SHIVAUM,194495745,,
SHK,2870273,,
SHOPERSTOP,3024129,,
SHRADHA,181249,,
SHREDIGCEM,793345,,
SHREECEM,794369,,
SHREEJISPG,194418689,,
SHREEPUSHK,2710529,,
SHREERAMA,1952513,,
SHRENIK,194624513,,
SHREYANIND,800257,,
SHRINGARMS,194327809,,
SHRIPISTON,4399617,,
SHRIRAMFIN,1102337,,
SHRIRAMPPS,1843201,,
SHYAMCENT,2608129,,
SHYAMMETL,1201409,,
SHYAMTEL,3517441,,
SICALLOG,4976641,,
SIEMENS,806401,,
SIGACHI,1705729,,
SIGIND,1157633,,
SIGMA,4264449,,
SIGMAADV,3787009,,
SIGNATURE,4798209,,
SIGNPOST,5799937,,
SIKKO,1591809,,
SIL,2892033,,
SILGO,637953,,
SILINV,1050881,,
SILLYMONKS,4888833,,
SILVERTUC,2412033,,
SIMBHALS,194262017,,
SIMPLEXINF,809473,,
SINCLAIR,6010881,,
SINDHUTRAD,4315905,,
SINGERIND,194923521,,
SINTERCOM,97537,,
SIRCA,2828801,,
SIS,5504257,,
SITINET,7477761,,
SIYSIL,3608577,,
SJS,1700609,,
SJVN,4834049,,
SKFINDIA,815617,,
SKFINDUS,194585857,,
SKIL,6171393,,
SKIPPER,2413569,,
SKMEGGPROD,1211393,,
SKYGOLD,3489537,,
SMARTLINK,2531585,,
SMARTWORKS,194039041,,
SMCGLOBAL,593921,,
SMLMAH,867073,,
SMLT,1751809,,
SMSPHARMA,3668225,,
SNOWMAN,1239809,,
SOBHA,3539457,,
SOFTTECH,2116097,,
SOLARA,940033,,
SOLARINDS,3412993,,
SOLARWORLD,194541825,,
SOLEX,194405633,,
SOMANYCERA,993281,,
SOMATEX,2330625,,
SOMICONVEY,4555265,,
SONACOMS,1199105,,
SONAMLTD,2254337,,
SONATSOFTW,1688577,,
SOTL,773377,,
SOUTHBANK,1522689,,
SOUTHWEST,2477569,,
SPAL,4672513,,
SPANDANA,2927361,,
SPARC,3785729,,
SPCENET,4959233,,
SPECIALITY,6939393,,
SPECTRUM,7796481,,
SPENCERS,2089729,,
SPIC,832513,,
SPLIL,3055361,,
SPLPETRO,2461953,,
SPMLINFRA,850177,,
SPORTKING,2747649,,
SRD,6588673,,
SREEL,8150273,,
SRF,837889,,
SRGHFL,4638465,,
SRHHYPOLTD,3732993,,
SRM,5990913,,
SRPL,7330561,,
SRTL,194608129,,
SSDL,6363137,,
SSWL,3028225,,
STALLION,7476225,,
STANLEY,6201857,,
STAR,1887745,,
STARCEMENT,5399297,,
STARHEALTH,1813249,,
STARPAPER,842497,,
STARTECK,2382081,,
STCINDIA,2802689,,
STEELCAS,1741569,,
STEELCITY,2663937,,
STEELXIND,5462785,,
STEL,5499905,,
STERTOOLS,1100545,,
STLNETWORK,194293249,,
STLTECH,2383105,,
STOVEKRAFT,539393,,
STUDDS,194454273,,
STYL,194543105,,
STYLAMIND,1327617,,
STYLEBAAZA,6429185,,
STYRENIX,4865,,
SUBEXLTD,247553,,
SUBROS,850945,,
SUDARCOLOR,183041,,
SUDARSCHEM,851713,,
SUDEEPPHRM,194569985,,
SUKHJITS,3021825,,
SULA,3383809,,
SUMEETINDS,5322241,,
SUMICHEM,4378881,,
SUMIT,2851841,,
SUMMITSEC,5446401,,
SUNCLAY,5364737,,
SUNDARAM,4846337,,
SUNDARMFIN,854785,,
SUNDRMBRAK,1069825,,
SUNDRMFAST,856321,,
SUNDROP,425729,,
SUNFLAG,857089,,
SUNPHARMA,857857,,
SUNTECK,4516097,,
SUNTV,3431425,,
SUPERHOUSE,5277697,,
SUPERSPIN,859393,,
SUPRAJIT,2992385,,
SUPREME,7536385,,
SUPREMEENG,194303233,,
SUPREMEIND,860929,,
SUPREMEINF,3435265,,
SUPRIYA,1891841,,
SURAJEST,5330433,,
SURAJLTD,6391297,,
SURAKSHA,6997505,,
SURANASOL,5395713,,
SURANAT&P,2739201,,
SURYALAXMI,3034113,,
SURYAROSNI,864001,,
SURYODAY,760321,,
SUTLEJTEX,3533057,,
SUVEN,2875649,,
SUVIDHAA,767489,,
SUYOG,6361857,,
SUZLON,3076609,,
SVLL,3870977,,
SVPGLOB,1285121,,
SWANCORP,6936321,,
SWANDEF,7465985,,
SWARAJENG,866305,,
SWELECTES,3048705,,
SWIGGY,6928897,,
SWSOLAR,3197185,,
SYMPHONY,6192641,,
SYNCOMF,3069953,,
SYNGENE,2622209,,
SYRMA,2763009,,
SYSTMTXC,194394881,,
TAINWALCHM,869377,,
TAJGVK,2394625,,
TAKE,3819521,,
TALBROAUTO,3493889,,
TANLA,3577857,,
TARACHAND,6019073,,
TARAPUR,4819713,,
TARC,404737,,
TARIL,3884545,,
TARMAT,3782401,,
TARSONS,1777409,,
TASTYBITE,5143553,,
TATACAP,194371841,,
TATACHEM,871681,,
TATACOMM,952577,,
TATACONSUM,878593,,
TATAELXSI,873217,,
TATAINVEST,414977,,
TATAPOWER,877057,,
TATASTEEL,895745,,
TATATECH,5195009,,
TATVA,1321473,,
TBOTEK,6077441,,
TBZ,6921473,,
TCC,195024385,,
TCI,2708481,,
TCIEXP,4921089,,
TCIFINANCE,1221377,,
TCPLPACK,47105,,
TCS,2953217,,
TDPOWERSYS,6445569,,
TEAMGTY,2743553,,
TEAMLEASE,3255297,,
TECHM,3465729,,
TECHNOE,1649921,,
TECILCHEM,883969,,
TEGA,1818881,,
TEJASNET,5409537,,
TEMBO,838401,,
TENNIND,194529281,,
TERASOFT,4938753,,
TEXINFRA,2956545,,
TEXMOPIPES,4662785,,
TEXRAIL,5587969,,
TFCILTD,887297,,
TFL,3665665,,
TGBHOTELS,3739393,,
THANGAMAYL,4638209,,
THEINVEST,5485313,,
THEJO,4935425,,
THELEELA,193795585,,
THEMISMED,3708161,,
THERMAX,889601,,
THOMASCOOK,891137,,
THOMASCOTT,7940353,,
THYROCARE,4360193,,
TI,4914177,,
TICL,4992257,,
TIGERLOGS,194349057,,
TIIL,3641089,,
TIINDIA,79873,,
TIJARIA,6524417,,
TIL,891905,,
TIMETECHNO,3764993,,
TIMKEN,3634689,,
TINNARUBR,193541121,,
TIPSFILMS,2911745,,
TIPSMUSIC,2333953,,
TIRUMALCHM,894977,,
TIRUPATIFL,5704705,,
TITAGARH,3945985,,
TITAN,897537,,
TMB,2801921,,
TMCV,194504193,,
TMPV,884737,,
TNPETRO,898305,,
TNPL,1018881,,
TNTELE,899073,,
TOKYOPLAST,982273,,
TOLINS,6467073,,
TORNTPHARM,900609,,
TORNTPOWER,3529217,,
TOTAL,5740289,,
TOUCHWOOD,4328449,,
TPHQ,4350977,,
TPLPLASTEH,2360065,,
TRACXN,2964993,,
TRANSRAILL,7350785,,
TRANSWORLD,801025,,
TRAVELFOOD,193931521,,
TREEHOUSE,6422017,,
TREJHARA,1924609,,
TREL,4555521,,
TRENT,502785,,
TRF,4604673,,
TRIDENT,2479361,,
TRIGYN,1389569,,
TRITURBINE,6549505,,
TRIVENI,3348737,,
TRU,2400769,,
TRUALT,194357761,,
TSFINV,558849,,
TTKHLTCARE,2910465,,
TTKPRESTIG,907777,,
TTL,3665409,,
TTML,2292225,,
TVSELECT,2883841,,
TVSHLTD,7426049,,
TVSMOTOR,2170625,,
TVSSCS,4647169,,
TVSSRICHAK,3646721,,
TVTODAY,2886401,,
TVVISION,4737025,,
UBL,4278529,,
UCAL,913921,,
UCOBANK,2873089,,
UDS,4892929,,
UEL,6017793,,
UFBL,800513,,
UFLEX,269569,,
UFO,2313985,,
UGARSUGAR,5011969,,
UGROCAP,1360129,,
UJJIVANSFB,3898369,,
ULTRACEMCO,2952193,,
UMAEXPORTS,2263553,,
UMESLTD,4901121,,
UMIYA-MRO,2303489,,
UNICHEMLAB,916225,,
UNIDT,51457,,
UNIECOM,6351105,,
UNIENTER,2891009,,
UNIINFO,1994497,,
UNIMECH,7413761,,
UNIONBANK,2752769,,
UNIPARTS,3342593,,
UNITDSPR,2674433,,
UNITECH,920065,,
UNITEDPOLY,1935361,,
UNITEDTEA,4607745,,
UNIVAFOODS,2653697,,
UNIVASTU,4858113,,
UNIVCABLES,923393,,
UNIVPHOTO,4521217,,
UNOMINDA,3623425,,
UPL,2889473,,
URAVIDEF,4370177,,
URBANCO,194325505,,
URJA,5171969,,
USHAMART,2263041,,
USK,3807233,,
UTIAMC,134913,,
UTKARSHBNK,4443649,,
UTLSOLAR,194528257,,
UTTAMSUGAR,3424257,,
UYFINCORP,6560257,,
V2RETAIL,3780097,,
VADILALIND,6194177,,
VAIBHAVGBL,2909185,,
VAISHALI,4246785,,
VAKRANGEE,3415553,,
VALIANTLAB,4919809,,
VALIANTORG,84481,,
VARDHACRLC,2872321,,
VARDMNPOLY,1764609,,
VARROC,987393,,
VASCONEQ,4636161,,
VASWANI,6487041,,
